INFO: Starting training:
        Epochs:          15000
        Batch size:      2
        Learning rate:   1e-06
        Training size:   3
        Validation size: 0
        Checkpoints:     True
        Device:          cuda
        Images scaling:  1
        Mixed Precision: True
Epoch 1/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:02<00:00,  1.11img/s, loss (batch)=1.2]
Epoch 3148/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.79img/s, loss (batch)=0.417]
Epoch 3155/15000: 100%|██████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.55img/s, loss (batch)=0.6]
Epoch 3172/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3172/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.17img/s, loss (batch)=0.505]
Epoch 3178/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.83img/s, loss (batch)=0.705]
Epoch 3185/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.66img/s, loss (batch)=0.564]
Epoch 3193/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.04img/s, loss (batch)=0.465]
Epoch 3201/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.62img/s, loss (batch)=0.748]
Epoch 3209/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.60img/s, loss (batch)=0.494]
Epoch 3217/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.17img/s, loss (batch)=0.441]
Epoch 3234/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3234/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.57img/s, loss (batch)=0.483]
Epoch 3242/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.23img/s, loss (batch)=0.518]
Epoch 3250/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.14img/s, loss (batch)=0.457]
Epoch 3258/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.40img/s, loss (batch)=0.657]
Epoch 3273/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3273/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.79img/s, loss (batch)=0.605]
Epoch 3280/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.70img/s, loss (batch)=0.703]
Epoch 3288/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.07img/s, loss (batch)=0.581]
Epoch 3296/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.16img/s, loss (batch)=0.542]
Epoch 3312/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3312/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.02img/s, loss (batch)=0.583]
Epoch 3319/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.54img/s, loss (batch)=0.469]
Epoch 3336/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3336/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.39img/s, loss (batch)=0.756]
Epoch 3342/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.06img/s, loss (batch)=0.664]
Epoch 3359/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3359/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.14img/s, loss (batch)=0.427]
Epoch 3367/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.86img/s, loss (batch)=0.446]
Epoch 3383/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3383/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.58img/s, loss (batch)=0.332]
Epoch 3391/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.72img/s, loss (batch)=0.807]
Epoch 3399/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.32img/s, loss (batch)=0.625]
Epoch 3407/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.12img/s, loss (batch)=0.462]
Epoch 3415/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.76img/s, loss (batch)=0.467]
Epoch 3423/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.13img/s, loss (batch)=0.513]
Epoch 3428/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.29img/s, loss (batch)=0.42]
Epoch 3436/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.88img/s, loss (batch)=0.454]
Epoch 3444/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.53img/s, loss (batch)=0.493]
Epoch 3452/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.63img/s, loss (batch)=0.47]
Epoch 3460/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.93img/s, loss (batch)=0.494]
Epoch 3468/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.92img/s, loss (batch)=0.671]
Epoch 3475/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.63img/s, loss (batch)=0.319]
Epoch 3483/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.21img/s, loss (batch)=0.652]
Epoch 3491/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.88img/s, loss (batch)=0.743]
Epoch 3499/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.41img/s, loss (batch)=0.404]
Epoch 3506/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.89img/s, loss (batch)=0.504]
Epoch 3511/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.34img/s, loss (batch)=0.536]
Epoch 3519/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.44img/s, loss (batch)=0.492]
Epoch 3527/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.78img/s, loss (batch)=0.659]
Epoch 3535/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.48img/s, loss (batch)=0.584]
Epoch 3543/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.28img/s, loss (batch)=0.545]
Epoch 3559/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3559/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.75img/s, loss (batch)=0.768]
Epoch 3567/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.57img/s, loss (batch)=0.517]
Epoch 3575/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.51img/s, loss (batch)=0.525]
Epoch 3583/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.15img/s, loss (batch)=0.456]
Epoch 3591/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.35img/s, loss (batch)=0.53]
Epoch 3597/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.43img/s, loss (batch)=0.602]
Epoch 3605/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.34img/s, loss (batch)=0.44]
Epoch 3613/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.40img/s, loss (batch)=0.612]
Epoch 3630/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3630/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.97img/s, loss (batch)=0.515]
Epoch 3638/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.64img/s, loss (batch)=0.414]
Epoch 3646/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.33img/s, loss (batch)=0.427]
Epoch 3654/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.62img/s, loss (batch)=0.547]
Epoch 3662/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.54img/s, loss (batch)=0.448]
Epoch 3670/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.29img/s, loss (batch)=0.409]
Epoch 3677/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.25img/s, loss (batch)=0.431]
Epoch 3693/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3693/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.56img/s, loss (batch)=0.55]
Epoch 3709/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3709/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.76img/s, loss (batch)=0.541]
Epoch 3725/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3725/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.98img/s, loss (batch)=0.595]
Epoch 3733/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.57img/s, loss (batch)=0.643]
Epoch 3741/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.96img/s, loss (batch)=0.469]
Epoch 3749/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.01img/s, loss (batch)=0.697]
Epoch 3756/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.86img/s, loss (batch)=0.663]
Epoch 3763/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.58img/s, loss (batch)=0.45]
Epoch 3771/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.77img/s, loss (batch)=0.517]
Epoch 3779/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.57img/s, loss (batch)=0.636]
Epoch 3785/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.90img/s, loss (batch)=0.412]
Epoch 3793/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.29img/s, loss (batch)=0.632]
Epoch 3810/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3810/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.80img/s, loss (batch)=0.511]
Epoch 3818/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.57img/s, loss (batch)=0.485]
Epoch 3826/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.01img/s, loss (batch)=0.582]
Epoch 3834/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.20img/s, loss (batch)=0.503]
Epoch 3841/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.40img/s, loss (batch)=0.589]
Epoch 3858/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3858/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.70img/s, loss (batch)=0.69]
Epoch 3864/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.46img/s, loss (batch)=0.524]
Epoch 3872/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.40img/s, loss (batch)=0.657]
Epoch 3880/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.84img/s, loss (batch)=0.327]
Epoch 3897/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3897/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.14img/s, loss (batch)=0.676]
Epoch 3914/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3914/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.21img/s, loss (batch)=0.611]
Epoch 3931/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3931/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.86img/s, loss (batch)=0.499]
Epoch 3939/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.35img/s, loss (batch)=0.571]
Epoch 3954/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3954/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.65img/s, loss (batch)=0.595]
Epoch 3970/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3970/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.51img/s, loss (batch)=0.643]
Epoch 3978/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.22img/s, loss (batch)=0.577]
Epoch 3995/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 3995/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.48img/s, loss (batch)=0.492]
Epoch 4011/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 4011/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00,  9.17img/s, loss (batch)=0.442]
Epoch 4019/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.37img/s, loss (batch)=0.458]
Epoch 4027/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.48img/s, loss (batch)=0.573]
Epoch 4035/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.42img/s, loss (batch)=0.548]
Epoch 4050/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 4050/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.66img/s, loss (batch)=0.497]
Epoch 4066/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 4066/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.45img/s, loss (batch)=0.549]
Epoch 4074/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 10.62img/s, loss (batch)=0.688]
Epoch 4082/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 12.04img/s, loss (batch)=0.537]
Epoch 4089/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.15img/s, loss (batch)=0.448]
Epoch 4097/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.07img/s, loss (batch)=0.486]
Epoch 4105/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.81img/s, loss (batch)=0.565]
Epoch 4122/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 4122/15000: 100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.24img/s, loss (batch)=0.57]
Epoch 4128/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.36img/s, loss (batch)=0.511]
Epoch 4136/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.85img/s, loss (batch)=0.606]
Epoch 4144/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.60img/s, loss (batch)=0.349]
Epoch 4161/15000:   0%|                                                                                                                                    | 0/3 [00:00<?, ?img/s]
Epoch 4161/15000: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████| 3/3 [00:00<00:00, 11.24img/s, loss (batch)=0.405]
